,SO2,CO,O3,NO2,PM10,PM25,time,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),중하층운량(10분위),최저운고(100m ),시정(10m),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),운형(운형약어)_AcCc,운형(운형약어)_AcCcCi,운형(운형약어)_AcCi,운형(운형약어)_AcCs,운형(운형약어)_As,운형(운형약어)_CbCu,운형(운형약어)_CbSc,운형(운형약어)_CbScAs,운형(운형약어)_CbScCs,운형(운형약어)_CbScNs,운형(운형약어)_CbStNs,운형(운형약어)_Cc,운형(운형약어)_CcCi,운형(운형약어)_Ci,운형(운형약어)_Cs,운형(운형약어)_CsCi,운형(운형약어)_Cu,운형(운형약어)_CuAc,운형(운형약어)_CuAcCc,운형(운형약어)_CuAs,운형(운형약어)_CuCcCi,운형(운형약어)_CuCi,운형(운형약어)_CuSc,운형(운형약어)_CuScAc,운형(운형약어)_CuScAcCi,운형(운형약어)_CuScAs,운형(운형약어)_CuScCc,운형(운형약어)_CuScCcCi,운형(운형약어)_CuScCi,운형(운형약어)_CuScCs,운형(운형약어)_CuScNs,운형(운형약어)_NoCloud,운형(운형약어)_Sc,운형(운형약어)_ScAc,운형(운형약어)_ScAcCi,운형(운형약어)_ScAcCs,운형(운형약어)_ScAs,운형(운형약어)_ScAsCi,운형(운형약어)_ScCc,운형(운형약어)_ScCcCi,운형(운형약어)_ScCi,운형(운형약어)_ScCs,운형(운형약어)_St,운형(운형약어)_StAs,운형(운형약어)_StAsCi,운형(운형약어)_StNs
8454,0.002,0.5,0.019,0.017,40.0,18.0,2021-12-19 07:00:00,-5.2,0.0,0.2,0.0,67,2.8,-10.3,1012.5,1023.6,0.0,0.0,4.3,0.0,0,200.0,2000,0.0,-1.0,1.0,0.9,1.7,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8455,0.003,0.5,0.018,0.017,40.0,18.0,2021-12-19 08:00:00,-5.7,0.0,0.7,290.0,70,2.8,-10.3,1013.0,1024.1,0.0,0.0,4.3,0.0,0,200.0,2000,0.0,-1.1,0.9,0.9,1.7,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8456,0.003,0.4,0.025,0.013,40.0,15.0,2021-12-19 09:00:00,-4.9,0.0,1.5,250.0,70,3.0,-9.5,1013.7,1024.8,1.0,0.14,4.3,0.0,0,200.0,2000,0.0,-1.0,0.9,0.9,1.7,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8457,0.003,0.3,0.03,0.009,34.0,13.0,2021-12-19 10:00:00,-2.8,0.0,1.1,270.0,59,2.9,-9.7,1013.8,1024.8,1.0,0.25,4.1,0.0,0,200.0,2000,0.0,-0.7,0.9,0.9,1.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8458,0.003,0.4,0.029,0.012,25.0,8.0,2021-12-19 11:00:00,-1.2,0.0,1.6,320.0,47,2.6,-11.0,1013.6,1024.5,1.0,0.37,3.9,0.0,0,200.0,2000,0.0,-0.3,1.0,0.9,1.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8459,0.003,0.4,0.028,0.014,31.0,13.0,2021-12-19 12:00:00,0.6,0.0,2.5,270.0,40,2.6,-11.4,1012.6,1023.4,1.0,1.66,3.5,0.0,0,200.0,2000,0.0,-0.2,1.0,0.9,1.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8460,0.003,0.4,0.026,0.018,29.0,11.0,2021-12-19 13:00:00,1.5,0.0,2.3,270.0,45,3.1,-9.1,1012.2,1023.0,1.0,1.92,3.1,0.0,0,200.0,2000,0.0,-0.1,1.0,0.9,1.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8461,0.003,0.4,0.026,0.018,35.0,14.0,2021-12-19 14:00:00,3.0,0.0,2.2,230.0,48,3.6,-6.9,1011.6,1022.3,1.0,1.76,2.7,0.0,0,200.0,2000,0.0,-0.1,1.0,0.9,1.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8462,0.004,0.4,0.028,0.016,32.0,14.0,2021-12-19 15:00:00,3.6,0.0,2.8,230.0,50,4.0,-5.8,1010.7,1021.4,1.0,1.42,2.3,1.0,1,15.0,2000,0.0,-0.1,1.0,0.9,1.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8463,0.003,0.4,0.025,0.02,32.0,12.0,2021-12-19 16:00:00,4.0,0.0,2.6,200.0,50,4.1,-5.5,1010.7,1021.4,1.0,0.95,2.1,4.0,4,13.0,2000,0.0,-0.1,1.0,0.9,1.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8464,0.003,0.4,0.016,0.03,26.0,11.0,2021-12-19 17:00:00,3.0,0.0,2.4,230.0,55,4.2,-5.1,1010.3,1021.0,0.9,0.34,1.9,2.0,2,15.0,2000,0.0,-0.1,1.0,0.9,1.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8465,0.003,0.6,0.004,0.045,29.0,14.0,2021-12-19 18:00:00,2.0,0.0,1.0,230.0,60,4.2,-4.9,1010.3,1021.1,0.0,0.01,1.9,0.0,0,200.0,2000,0.0,-0.1,1.1,0.9,1.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8466,0.004,0.7,0.002,0.047,31.0,16.0,2021-12-19 19:00:00,1.0,0.0,1.6,20.0,70,4.6,-3.8,1010.4,1021.2,0.0,0.0,1.9,0.0,0,200.0,2000,0.0,-0.1,1.1,0.9,1.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8467,0.003,0.9,0.002,0.053,38.0,22.0,2021-12-19 20:00:00,0.3,0.0,2.1,20.0,72,4.5,-4.1,1010.1,1020.9,0.0,0.0,1.9,0.0,0,200.0,2000,0.0,-0.1,1.1,0.9,1.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8468,0.003,1.0,0.002,0.055,34.0,19.0,2021-12-19 21:00:00,-0.2,0.0,1.4,50.0,73,4.4,-4.4,1010.1,1021.0,0.0,0.0,1.8,0.0,0,200.0,2000,0.0,-0.3,1.1,0.9,1.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8469,0.003,1.0,0.002,0.058,36.0,21.0,2021-12-19 22:00:00,-0.6,0.0,2.6,20.0,77,4.5,-4.1,1010.0,1020.9,0.0,0.0,1.8,0.0,0,200.0,2000,0.0,-0.4,1.1,0.9,1.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8470,0.003,1.1,0.002,0.058,34.0,19.0,2021-12-19 23:00:00,-0.7,0.0,2.0,20.0,79,4.6,-3.8,1009.6,1020.5,0.0,0.0,1.8,0.0,0,200.0,2000,0.0,-0.5,1.1,0.9,1.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8471,0.003,1.0,0.002,0.058,36.0,22.0,2021-12-20 00:00:00,-0.9,0.0,2.1,20.0,80,4.6,-3.9,1009.4,1020.3,0.0,0.0,1.8,4.0,4,200.0,2000,0.0,-0.5,1.1,0.9,1.6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8472,0.004,1.0,0.002,0.055,31.0,17.0,2021-12-20 01:00:00,-0.5,0.0,1.8,50.0,80,4.7,-3.5,1009.1,1019.9,0.0,0.0,1.8,6.0,6,14.0,2000,0.0,-0.4,1.1,1.0,1.6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8473,0.004,1.1,0.002,0.057,32.0,20.0,2021-12-20 02:00:00,-0.6,0.0,1.5,50.0,81,4.8,-3.4,1008.9,1019.7,0.0,0.0,1.8,4.0,4,13.0,2000,0.0,-0.5,1.2,1.0,1.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474,0.003,1.0,0.002,0.053,30.0,17.0,2021-12-20 03:00:00,-0.3,0.0,1.2,50.0,82,4.9,-3.0,1009.0,1019.8,0.0,0.0,1.8,10.0,8,13.0,2000,1.0,-0.3,1.2,1.0,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8475,0.004,1.1,0.002,0.055,31.0,20.0,2021-12-20 04:00:00,-0.1,0.0,1.3,50.0,81,4.9,-2.9,1008.6,1019.4,0.0,0.0,1.8,9.0,9,11.0,2000,1.0,-0.4,1.2,1.0,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8476,0.003,1.1,0.002,0.055,32.0,21.0,2021-12-20 05:00:00,-0.5,0.0,1.9,50.0,82,4.8,-3.2,1008.2,1019.0,0.0,0.0,1.7,4.0,4,11.0,2000,0.0,-0.5,1.2,1.0,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8477,0.003,1.0,0.002,0.053,33.0,20.0,2021-12-20 06:00:00,0.2,0.0,2.4,20.0,83,5.2,-2.3,1007.9,1018.7,0.0,0.0,1.7,7.0,7,10.0,2000,0.0,-0.2,1.2,1.0,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8478,0.004,1.1,0.002,0.058,34.0,21.0,2021-12-20 07:00:00,0.5,0.0,2.3,20.0,82,5.2,-2.2,1007.9,1018.7,0.0,0.0,1.7,6.0,6,13.0,2000,0.0,-0.2,1.2,1.0,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8479,0.004,1.3,0.002,0.065,39.0,23.0,2021-12-20 08:00:00,0.2,0.0,2.2,20.0,83,5.2,-2.3,1007.8,1018.6,0.0,0.01,1.6,2.0,2,12.0,2000,0.0,-0.5,1.2,1.0,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8480,0.005,1.2,0.003,0.061,45.0,28.0,2021-12-20 09:00:00,0.7,0.0,2.2,50.0,85,5.5,-1.5,1007.7,1018.5,0.6,0.27,1.6,2.0,0,200.0,2000,0.0,-0.3,1.2,1.0,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8481,0.005,1.1,0.004,0.057,52.0,31.0,2021-12-20 10:00:00,3.0,0.0,1.8,50.0,78,5.9,-0.4,1007.4,1018.1,1.0,0.83,1.5,5.0,0,200.0,2000,0.0,-0.2,1.2,1.0,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8482,0.005,1.2,0.005,0.064,60.0,38.0,2021-12-20 11:00:00,5.2,0.0,1.6,20.0,73,6.4,0.7,1007.2,1017.8,1.0,1.29,1.3,0.0,0,200.0,2000,0.0,-0.1,1.3,1.0,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8483,0.006,1.0,0.01,0.057,71.0,45.0,2021-12-20 12:00:00,8.8,0.0,2.5,180.0,69,7.8,3.4,1006.1,1016.5,1.0,1.62,0.4,0.0,0,200.0,1851,0.0,1.7,1.3,1.1,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8484,0.005,0.6,0.032,0.024,77.0,39.0,2021-12-20 13:00:00,10.2,0.0,4.0,230.0,58,7.2,2.2,1005.1,1015.5,1.0,1.67,0.0,4.0,4,12.0,1845,0.0,4.9,1.4,1.1,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8485,0.004,0.6,0.035,0.023,76.0,38.0,2021-12-20 14:00:00,11.0,0.0,4.2,230.0,59,7.7,3.2,1004.9,1015.2,0.8,1.52,0.0,6.0,6,12.0,1648,0.0,7.0,1.7,1.2,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8486,0.004,0.6,0.032,0.027,74.0,37.0,2021-12-20 15:00:00,10.5,0.0,4.3,230.0,60,7.6,3.0,1004.9,1015.3,0.2,0.69,0.0,8.0,8,13.0,1604,0.0,5.9,2.0,1.4,1.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8487,0.004,0.6,0.027,0.032,73.0,34.0,2021-12-20 16:00:00,10.2,0.0,3.3,230.0,64,7.9,3.6,1004.8,1015.2,0.3,0.46,0.0,5.0,5,13.0,1583,0.0,4.5,2.4,1.6,1.8,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8488,0.003,0.7,0.018,0.042,73.0,37.0,2021-12-20 17:00:00,9.6,0.0,2.7,230.0,68,8.1,3.9,1004.8,1015.2,0.2,0.24,0.0,3.0,3,13.0,1572,0.0,3.3,2.7,1.8,1.9,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8489,0.004,0.7,0.017,0.044,68.0,33.0,2021-12-20 18:00:00,8.8,0.0,1.9,230.0,73,8.2,4.2,1004.7,1015.1,0.0,0.01,0.0,4.0,4,11.0,1517,0.0,2.0,2.8,2.0,2.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8490,0.004,0.9,0.004,0.059,73.0,39.0,2021-12-20 19:00:00,8.2,0.0,1.3,270.0,76,8.2,4.2,1004.9,1015.3,0.0,0.0,0.0,2.0,2,11.0,1423,0.0,1.0,2.9,2.1,2.1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8491,0.004,0.9,0.004,0.058,76.0,40.0,2021-12-20 20:00:00,7.6,0.0,1.5,230.0,79,8.2,4.1,1004.8,1015.3,0.0,0.0,0.0,0.0,0,200.0,1279,0.0,0.5,2.8,2.1,2.1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8492,0.005,1.3,0.003,0.066,76.0,44.0,2021-12-20 21:00:00,6.8,0.0,1.1,230.0,82,8.1,3.9,1005.0,1015.5,0.0,0.0,0.0,6.0,6,8.0,1158,0.0,0.3,2.8,2.1,2.2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8493,0.005,1.4,0.002,0.068,74.0,41.0,2021-12-20 22:00:00,6.6,0.0,1.2,250.0,86,8.4,4.4,1005.1,1015.6,0.0,0.0,0.0,8.0,8,9.0,1027,0.0,0.9,2.7,2.1,2.3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8494,0.005,1.2,0.002,0.059,69.0,39.0,2021-12-20 23:00:00,6.6,0.0,1.2,230.0,88,8.5,4.7,1005.0,1015.5,0.0,0.0,0.0,9.0,9,7.0,957,19.0,0.4,2.7,2.2,2.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8495,0.004,1.3,0.002,0.061,70.0,40.0,2021-12-21 00:00:00,5.9,0.0,1.4,250.0,89,8.2,4.2,1005.3,1015.8,0.0,0.0,0.0,0.0,0,200.0,810,19.0,0.2,2.7,2.2,2.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8496,0.004,1.4,0.003,0.055,66.0,39.0,2021-12-21 01:00:00,5.4,0.0,0.3,0.0,91,8.1,4.0,1005.0,1015.6,0.0,0.0,0.0,0.0,0,200.0,771,19.0,0.2,2.6,2.2,2.4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8497,0.004,1.4,0.002,0.057,67.0,38.0,2021-12-21 02:00:00,5.6,0.0,1.1,230.0,94,8.5,4.7,1005.1,1015.7,0.0,0.0,0.0,8.0,8,7.0,796,19.0,0.2,2.6,2.1,2.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8498,0.004,1.4,0.002,0.057,65.0,41.0,2021-12-21 03:00:00,5.6,0.0,0.4,0.0,94,8.5,4.7,1005.1,1015.7,0.0,0.0,0.0,6.0,6,7.0,687,19.0,0.3,2.6,2.2,2.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,0.005,1.5,0.003,0.054,66.0,44.0,2021-12-21 04:00:00,5.6,0.0,0.6,200.0,95,8.6,4.8,1004.5,1015.1,0.0,0.0,0.0,7.0,7,7.0,666,19.0,0.3,2.6,2.2,2.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8500,0.005,1.7,0.003,0.057,64.0,44.0,2021-12-21 05:00:00,5.8,0.0,0.9,200.0,95,8.7,5.0,1004.3,1014.8,0.0,0.0,0.0,7.0,7,6.0,610,19.0,0.3,2.7,2.2,2.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8501,0.005,1.9,0.003,0.069,71.0,47.0,2021-12-21 06:00:00,5.4,0.0,0.9,230.0,95,8.5,4.6,1004.1,1014.7,0.0,0.0,0.0,0.0,0,200.0,515,19.0,0.3,2.7,2.2,2.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8502,0.006,1.9,0.002,0.068,67.0,44.0,2021-12-21 07:00:00,5.2,0.0,0.7,230.0,96,8.5,4.6,1004.5,1015.1,0.0,0.0,0.0,9.0,9,8.0,362,19.0,0.3,2.6,2.2,2.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8503,0.006,2.0,0.003,0.068,75.0,49.0,2021-12-21 08:00:00,5.7,0.0,1.5,250.0,97,8.8,5.2,1005.1,1015.7,0.0,0.0,0.0,8.0,8,7.0,449,19.0,0.6,2.7,2.2,2.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8504,0.006,1.7,0.003,0.062,85.0,52.0,2021-12-21 09:00:00,6.0,0.0,1.2,200.0,98,9.2,5.7,1005.4,1015.9,0.0,0.19,0.0,2.0,2,10.0,478,19.0,2.2,2.8,2.3,2.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8505,0.004,0.7,0.01,0.036,87.0,54.0,2021-12-21 10:00:00,7.1,0.0,1.3,200.0,96,9.7,6.5,1006.0,1016.5,0.5,0.58,0.0,7.0,7,8.0,567,19.0,5.5,3.0,2.4,2.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8506,0.004,0.7,0.02,0.029,88.0,55.0,2021-12-21 11:00:00,7.3,0.0,2.9,290.0,92,9.3,6.0,1006.3,1016.8,0.2,0.63,0.0,5.0,5,8.0,403,19.0,6.3,3.5,2.7,2.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8507,0.005,0.7,0.024,0.028,88.0,58.0,2021-12-21 12:00:00,7.4,0.0,2.7,290.0,87,8.9,5.3,1005.8,1016.3,0.4,0.83,0.0,2.0,2,8.0,480,19.0,8.2,3.9,3.0,2.7,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8508,0.005,0.7,0.032,0.023,94.0,64.0,2021-12-21 13:00:00,7.7,0.0,3.8,290.0,79,8.2,4.2,1005.6,1016.1,0.9,1.54,0.0,2.0,2,8.0,573,19.0,11.1,4.2,3.3,2.9,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8509,0.005,0.6,0.035,0.021,89.0,55.0,2021-12-21 14:00:00,8.1,0.0,3.5,290.0,69,7.4,2.7,1005.6,1016.0,1.0,1.63,0.0,1.0,1,8.0,872,4019.0,11.0,4.6,3.6,3.1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8510,0.005,0.6,0.035,0.02,77.0,50.0,2021-12-21 15:00:00,8.5,0.0,3.5,290.0,64,7.1,2.0,1005.8,1016.2,1.0,1.34,0.0,1.0,1,10.0,1084,40.0,8.7,4.9,3.9,3.3,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8511,0.004,0.6,0.036,0.02,62.0,39.0,2021-12-21 16:00:00,8.2,0.0,3.7,290.0,48,5.2,-2.1,1006.7,1017.1,1.0,0.84,0.0,0.0,0,200.0,1975,0.0,6.1,5.1,4.1,3.5,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8512,0.004,0.7,0.03,0.028,56.0,34.0,2021-12-21 17:00:00,6.9,0.0,2.9,270.0,46,4.6,-3.9,1007.3,1017.8,1.0,0.34,0.0,0.0,0,200.0,2000,0.0,3.7,5.1,4.2,3.7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8513,0.004,0.5,0.029,0.023,37.0,23.0,2021-12-21 18:00:00,5.5,0.0,2.9,270.0,37,3.3,-8.0,1008.0,1018.6,0.0,0.01,0.0,0.0,0,200.0,2000,0.0,1.7,4.8,4.2,3.8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
